Tweet,Score,Sentiment
b'Tweet b RT Donald Trump is claiming Brett Kavanaugh was proven innocent n nWas he Score None Sentiment None',0.5,Positive
b'Tweet b RT In case you were wondering Nikki Haley is the 389th person to leave the Trump administration since the beginning n nAt le xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Please share This administration is an absolute sham This corruption must be exposed n nTrump has spent approx 25 o xe2 x80 xa6 Score None Sentiment None',-0.03333333333333333,Negative
b'Tweet b RT Society xe2 x80 x9cThose who can make you believe absurdities can make you commit atrocities xe2 x80 x9d xe2 x80 x95 Voltaire n nTrump falsely says Kavanaugh xe2 x80 xa6 Score None Sentiment None',-0.4000000000000001,Negative
b'Tweet b RT Nikki Haley is resigning Don xe2 x80 x99t even think about praising her just because she was one of the least incompetent and sycophan xe2 x80 xa6 Score None Sentiment None',-0.32499999999999996,Negative
b'Tweet b RT It amazes me how much credit Trump gets for this economy while no one mentions the record setting budget deficit Anyone can xe2 x80 xa6 Score None Sentiment None',0.2,Positive
b'Tweet b Ike Barinholtz and xc2 xa0Tiffany Haddish xc2 xa0tackle the rancor of the Trump era by taking The Oath via Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT One of Trump s biggest tells is that he accuses other of doing the things he himself does He assumes everyone else us xe2 x80 xa6 Score None Sentiment None',-0.125,Negative
b'Tweet b RT Some MSNBC reporter is claiming that Trump xe2 x80 x99s UN trip xe2 x80 x9cappeared to go well xe2 x80 x9d n nHe got laughed at by the entire world during his xe2 x80 xa6 Score None Sentiment None',0.35,Positive
b'Tweet b RT MORE Trump says Ivanka would be incredible at the U N but he would be accused of nepotism if he chose her Score None Sentiment None',0.7,Positive
b'Tweet b RT Video Reposts enjoy nThere is a reason that FakeNews MSM never shows the crowds at Trump rallies They don t want ev xe2 x80 xa6 Score None Sentiment None',0.4,Positive
b'Tweet b RT Please share This administration is an absolute sham This corruption must be exposed n nTrump has spent approx 25 o xe2 x80 xa6 Score None Sentiment None',-0.03333333333333333,Negative
b'Tweet b RT Forget all the noise Trump s true story is simple and clear and not disputed by Trump himself n n His father created a xe2 x80 xa6 Score None Sentiment None',0.15,Positive
b'Tweet b RT I m a believer in term limits I think you have to be selfless enough to know when you step aside and allow som xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT excellent on the neo con who came in from the cold war Score None Sentiment None',0.2,Positive
b'Tweet b RT Don t forget about the lower courts Tomorrow Chairman Grassley is once again jamming two circuit court nominees into o xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT capen Trump didn t want staff disruption prior to midterms Nikki Haley s resignation isn t routine Possible reasons n her i xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT If this don t break your heart you re a Trump Republican n Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump is the first U S president in 125 years without a pet n nHe s made the democratic party his bitch instead Score None Sentiment None',0.25,Positive
b'Tweet b RT Trump xe2 x80 x9cIvanka would be dynamite xe2 x80 x9d as UN Amb Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cI freaking love him Why The left drove me to love him He is the first republican to stand up to their poison amp lies the xe2 x80 xa6 Score None Sentiment None',0.3125,Positive
b'Tweet b RT Again Trump s campaign launch included paid attendees and the campaign didn t pay the firm that hired them for months Score None Sentiment None',-0.2,Negative
b'Tweet b Trump Admin ADMITS Global Temp Will Rise Up To 7 Degrees By 2100 via n nSo the Trump xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT A lot of journalists say Nikki Haley is leaving because of Kavanaugh when facts show that Trump knew she intended to l xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Before the election Nikki Hailey never struck me as a trump fan Then she suddenly was at the UN promo xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT NO ONE has a right to poison Americans This administration thinks profit justifies harming or killing people It doesn xe2 x80 x99t T xe2 x80 xa6 Score None Sentiment None',0.2857142857142857,Positive
b'Tweet b International investigations could get to the bottom of Trump s corruption Sign amp RT Score None Sentiment None',0.0,Neutral
b'Tweet b RT Every single one of us MUST VOTE in November It s the only way we can change the status quo that led us to Trump amp Kavanau xe2 x80 xa6 Score None Sentiment None',-0.03571428571428571,Negative
b'Tweet b This is really critical The damage to the arctic can xe2 x80 x99t be reversed when we vote those filthy gop out n nThe reshuf xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b RT It s 2018 n nKanye is having lunch w Trump n nWe re on the verge of xf0 x9f x95 x8a w NK n nAmerica has a 4 2 GDP n n xf0 x9f x87 xa8 xf0 x9f x87 xa6 amp xf0 x9f x87 xb2 xf0 x9f x87 xbd renegotiated xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT What happened to the Kavanaugh family violates every notion of fairness decency and due process n President Trump nhttps xe2 x80 xa6 Score None Sentiment None',-0.125,Negative
b'Tweet b RT It was unclear what prompted Nikki Haley President Trump s ambassador to the United Nations to resign Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTrump is the most unethical and dishonest president in the history of United States xe2 x80 x9d says xe2 x80 x9c But there are no xe2 x80 xa6 Score None Sentiment None',0.1,Positive
b'Tweet b RT Is it me or is Morning Joe on drugs n nThe Dems did not behave badly during Kavanaugh melt down n nRepublicans acted shame xe2 x80 xa6 Score None Sentiment None',-0.4277777777777777,Negative
b'Tweet b RT Given everything we know about the Trump campaign if someone had contacted them with a concrete plan to illegally cheat xe2 x80 xa6 Score None Sentiment None',-0.175,Negative
b'Tweet b RT ImperatorRex If true this is HUGELY significant n nAustralia seems to be following Trump s lead and is considering using its vast re xe2 x80 xa6 Score None Sentiment None',0.18125,Positive
b'Tweet b RT Kind of weird that Al Gore has a much stronger claim to be a self made billionaire businessman than President Trump Score None Sentiment None',0.09999999999999999,Positive
b'Tweet b RT Media Baffled By Trump s Claim That Some Paid Protesters Haven t Gotten Their Checks Score None Sentiment None',0.0,Neutral
b'Tweet b RT I hear a few on the left saying we should fight dirty like Trump Be corrupt like Republicans Rule like royalty or di xe2 x80 xa6 Score None Sentiment None',-0.325,Negative
b'Tweet b RT Last night Trump xe2 x80 x9capologized xe2 x80 x9d to Kavanaugh on behalf of the country and declared him xe2 x80 x9cproven innocent xe2 x80 x9d By doing this h xe2 x80 xa6 Score None Sentiment None',0.25,Positive
b'Tweet b Trump tells reporters on South Lawn that Ivanka would be incredible as UN ambassador but he would be accused of ne xe2 x80 xa6 Score None Sentiment None',0.9,Positive
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT So President thinks stop and frisk is the solution to Chicago s gun violence problem He must not r xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Trump is so insecure he will never get over Obama and Hillary Both of them are far smarter and more p xe2 x80 xa6 Score None Sentiment None',0.033333333333333326,Positive
b'Tweet b RT You don t need to be a rocket scientist to clearly see that Trump is a criminal Heck someone with the IQ of Betsy DeVos co xe2 x80 xa6 Score None Sentiment None',-0.15,Negative
b'Tweet b RT Do you remember when Hillary and Obama took millions of dollars from their dads and then cheated Americans out of 100s of xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cPresident Donald J Trump Approves Florida Emergency Declaration xe2 x80 x9d Score None Sentiment None',0.0,Neutral
b'Tweet b RT History books will remember Nikki Haley as a key player in the Trump administration xe2 x80 x99s campaign to undermine universal human right xe2 x80 xa6 Score None Sentiment None',0.07142857142857142,Positive
b'Tweet b RT Obama donated zero of his salary is taking a full pension of 400 000 a year full secret service detail and Michelle xe2 x80 xa6 Score None Sentiment None',0.09999999999999998,Positive
b'Tweet b Is Trump s daughter getting the job Score None Sentiment None',0.0,Neutral
b'Tweet b IS IT AGAINST THE LAW TO HATE TRUMP NO IT S NOT I HATE GOD JESUS AND EVERYTHING ON TOP ATTACHED LMFAO LOL Score None Sentiment None',0.225,Positive
b'Tweet b RT A Fox and Friends guest made what she later said was a joke about alleged paid protesters waiting for their checks n nTrum xe2 x80 xa6 Score None Sentiment None',-0.05,Negative
b'Tweet b RT If trump had bought the Minnesota Twins xe2 x80 xa6 xe2 x9e baseball n Score None Sentiment None',0.0,Neutral
b'Tweet b RT Rasmussen Trump still at 51 approval n n Meaning he s at 56 57 Score None Sentiment None',0.0,Neutral
b'Tweet b RT mariotti That would violate 5 U S C Section 3110 which prevents public officials like Trump from appointing family members xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Like when you didn xe2 x80 x99t pay these adorable little moppets n Score None Sentiment None',0.15625,Positive
b'Tweet b RT John Kerry sounds like a 2020 candidate Score None Sentiment None',0.0,Neutral
b'Tweet b RT Polls show that international opinion of the USA has plummeted with Trump in office and the United Nations literally laug xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT A lot of people thought Hope Hicks Trump xe2 x80 x99s former aide might go back nto work at the White House but she xe2 x80 x99s gone to work xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Here xe2 x80 x99s Trump vs Obama to date n Trump Obama nApproval 51 45 nUnemploy xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Even for the ever shocking world of Trump the Nikki Haley resignation is truly odd n nAlmost all resignations firing xe2 x80 xa6 Score None Sentiment None',-0.5833333333333334,Negative
b'Tweet b RT I hoped Trump would be a good president n nNever in my wildest dreams did I expect him to be this good n n70 years old worked xe2 x80 xa6 Score None Sentiment None',0.5,Positive
b'Tweet b Trump to consider former Deputy National Security Adviser for Strategy Dina Powell as Nikki Haley replacement Score None Sentiment None',0.0,Neutral
b'Tweet b RT The Trump administration has failed on climate change This new report makes clear how serious a threat that failure is xe2 x80 xa6 Score None Sentiment None',-0.1827272727272727,Negative
b'Tweet b RT Im naive Tell me how cursing at those who are on your side is a winning strategy for November Tell me how calling half of th xe2 x80 xa6 Score None Sentiment None',0.011111111111111118,Positive
b'Tweet b RT kelly2 The Left has been angry with white women since we helped elect Trump Now they are equating us with rape apologists Dems xe2 x80 xa6 Score None Sentiment None',0.07500000000000001,Positive
b'Tweet b realDonaldTrump Regime CORRUPTION Mentally Retarded son Eric caught stealing Rock the Vote s registration deadlin xe2 x80 xa6 Score None Sentiment None',-0.8,Negative
b'Tweet b xf0 x9f x9a xa8Trump en route to Rally w Press Pool says Ivanka would be dynamite as UN Amb but he xe2 x80 x99d be accused of nepotism Sa xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Again Trump s campaign launch included paid attendees and the campaign didn t pay the firm that hired them for months Score None Sentiment None',-0.2,Negative
b'Tweet b RT We are thrilled to support xe2 x81 xa6 xe2 x81 xa9 joined by xe2 x81 xa6 xe2 x81 xa9 xe2 x81 xa6 xe2 x81 xa6 xe2 x81 xa9 Freedom loving Americans xf0 x9f x87 xba xf0 x9f x87 xb8Donald T xe2 x80 xa6 Score None Sentiment None',0.6,Positive
b'Tweet b RT on Bill s sexual assault allegations compared to those of Kav Trump There is a very significant differ xe2 x80 xa6 Score None Sentiment None',0.49375,Positive
b'Tweet b RT xe2 x80 x9cWe believe that criminals who kill our police officers should immediately with trial but rapidly as possible not 15 year xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b I suggest sending them to be a peacekeeping force in Syria xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Hmm Ivanka Trump for UN Ambassador n nWould be awesome in every aspect with the exception of nepotism n nWould that be an issue Score None Sentiment None',1.0,Positive
b'Tweet b RT We have to step up and stop and the Radical Left this November If they win Kavanaugh will be impeached and xe2 x80 xa6 Score None Sentiment None',0.4,Positive
b'Tweet b RT Lord Please stop the degenerates from destroying our Republic Help the Republicans to win seats in the Senate and to xe2 x80 xa6 Score None Sentiment None',0.30000000000000004,Positive
b'Tweet b RT Taxpayers spending more for illegal immigrant births than Trump xe2 x80 x99s wall 2 4 BILLION VS 1 6 BILLION ON 300 000 BABIES xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT KANYE WEST GREW UP IN CHICAGO nKANYE IS COMING TO THE WHITE HOUSE TO MEET TRUMP ON THURSDAY nWOULDN T IT BE GREAT IF THES xe2 x80 xa6 Score None Sentiment None',0.4,Positive
b'Tweet b What is Trump s real record at Wharton Score None Sentiment None',0.2,Positive
b'Tweet b RT This is what oversight looks like the House Intel Ranking Member demands answers on apparent efforts to bury o xe2 x80 xa6 Score None Sentiment None',0.05,Positive
b'Tweet b RT Trump should tweet something like n n Don t need a UN Ambassador if we aren t in the UN n nAnd then just leave that up fo xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b The Trump admins crimes have to be prosecuted They let Bush get away and now Boltons back and GWB was literally th xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Donald Trump says that most women are mad about how Kavanaugh was treated in the confirmation process n n xe2 x80 x9cRetweet xe2 x80 x9d if you xe2 x80 xa6 Score None Sentiment None',-0.0625,Negative
b'Tweet b Antifa Arsonists Vandalize Pro Trump Truck xe2 x80 x94 Then Torch It Video xe2 x80 x93 getting more a xe2 x80 xa6 Score None Sentiment None',0.5,Positive
b'Tweet b RT Society xe2 x80 x9cThose who can make you believe absurdities can make you commit atrocities xe2 x80 x9d xe2 x80 x95 Voltaire n nTrump falsely says Kavanaugh xe2 x80 xa6 Score None Sentiment None',-0.4000000000000001,Negative
b'Tweet b RT 18 Criminality by Trump personally was helpfully detailed by the New York Times just a few days ago the man is a massive xe2 x80 xa6 Score None Sentiment None',0.06727272727272728,Positive
b'Tweet b Donald Trump Jr training with Eric Trump Score None Sentiment None',0.0,Neutral
b'Tweet b RT Perhaps an appropriate time to remind that s 2016 presidential campaign still hasn t paid more than 20 xe2 x80 xa6 Score None Sentiment None',0.5,Positive
b'Tweet b Maybe could give out some of the 160 million Soros gave him Score None Sentiment None',0.0,Neutral
b'Tweet b RT Hey folks remember that ridiculous military parade Trump planned and then cancelled Well the progressive military veterans xe2 x80 xa6 Score None Sentiment None',-0.19583333333333333,Negative
b'Tweet b RT Can xe2 x80 x99t believe would want to subject Ivanka to a senate confirmation that would necessarily delve into th xe2 x80 xa6 Score None Sentiment None',-0.08333333333333333,Negative
b'Tweet b RT This is a crime against humanity This administration is EVIL You want to talk about evil take a look i xe2 x80 xa6 Score None Sentiment None',-1.0,Negative
b'Tweet b RT I xe2 x80 x99m having lunch with Michael Avenatti at the Vanity Fair Summit and he xe2 x80 x99s proposing a three round mixed ma xe2 x80 xa6 Score None Sentiment None',0.16666666666666666,Positive
b'Tweet b RT Trump says he likes Taylor Swift xe2 x80 x99s music 25 less Name one song by Swift You can xe2 x80 x99t because you only listen xe2 x80 xa6 Score None Sentiment None',-0.08333333333333333,Negative
b'Tweet b RT FilterFree Let s go Florida voters VoteRed n MAGA KAG trump2020 TrumpTrain RedWave2018 saynotosocialism rondes xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump just now on Kim Jong Un I like him He likes me Kim is a tyrannical and murderous dictator and this is how Trum xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b If the Democrats have a Trump equivalent as far as being an unhinged showboat it s probably this guy xf0 x9f x99 x84 Score None Sentiment None',0.1,Positive
b'Tweet b RT Sir As a Retired US Army Colonel it is a real pleasure to see you the Current Commander In Chief showing Genuine Res xe2 x80 xa6 Score None Sentiment None',0.20000000000000004,Positive
b'Tweet b RT This is just in the last week alone n nBut it s Trump causing division CNN told me n Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump is undermining fundamental institutional norms of the Republic Also We must do away with the Senate electoral colleg xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cCan you imagine anything the scientists would say that would persuade the US administration that it needs to take clima xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Trump officials have talked to Goldman Sachs Dina Powell about possibly replacing Haley in UN role xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Look man people on welfare are abusing the system but Mr Trump merely took advantage of all available loopholes Score None Sentiment None',-0.04999999999999999,Negative
b'Tweet b Little 5 xe2 x80 x997 xe2 x80 x9d Lindsey knows who his daddy is He xe2 x80 x99s been sucking up to Donald Trump and h xe2 x80 xa6 Score None Sentiment None',-0.1875,Negative
b'Tweet b RT Dear Haters n nThe reason Michael Cohen is cooperating with Robert Mueller and has named Trump an unin xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT A reminder that Ivanka Trump made 3 9 million last year from Trump Hotel DC which is frequented by foreign officials That xe2 x80 x99 xe2 x80 xa6 Score None Sentiment None',-0.0625,Negative
b'Tweet b Latest xe2 x80 x98Briefing Room xe2 x80 x99 Nikki Haley out as UN Ambassador Trump remarks on Kavanaugh 2018 Midterms Score None Sentiment None',0.5,Positive
b'Tweet b RT Ford s CEO Jim Hackett said Donald Trump s tariffs cost the company 1 billion n nFord is now planning to layoff 12 of its xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Morning TV dedicates time to the new UN ClimateChangeReport and it s dire dire dire But PresidentMarcos I mean Tru xe2 x80 xa6 Score None Sentiment None',-0.08806818181818182,Negative
b'Tweet b RT Trump xe2 x80 x9cIvanka would be dynamite xe2 x80 x9d as UN Amb Score None Sentiment None',0.0,Neutral
b'Tweet b Let me ask you this I am a former service man I served as a United States marine for fiv xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Highlights frim the Sara Carter article linked to Q post 2376 n n James Baker told lawmakers that Rod Rosenstein was xe2 x80 x9cser xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Nikki Haley is now unemployed tainted by a new ethics scandal and she xe2 x80 x99ll be tied to Trump xe2 x80 x99s unpopularity for the rest o xe2 x80 xa6 Score None Sentiment None',0.13636363636363635,Positive
b'Tweet b RT Shocking n nWatch what happened when I asked a bus stop full of CA students if they d vote in their key midterm distric xe2 x80 xa6 Score None Sentiment None',-0.21666666666666667,Negative
b'Tweet b RT UN Ambassador Nikki Haley really just claimed that xe2 x80 x9dJared Kushner is such a hidden genius n nThis is just as unbelievable as xe2 x80 xa6 Score None Sentiment None',-0.05416666666666666,Negative
b'Tweet b RT Trump hasn t improved on Nafta xe2 x80 x93 but at least he hasn t blown up trade Jeffrey Frankel Score None Sentiment None',-0.3,Negative
b'Tweet b RT Former Top FBI Lawyer Testified that Rosenstein xe2 x80 x9cSeriously xe2 x80 x9d Considered Secretly Recording Trump Score None Sentiment None',0.033333333333333326,Positive
b'Tweet b RT Midterm elections in exactly 4 weeks n nIf you like what President Trump has done so far for our Country get out and vote Score None Sentiment None',0.175,Positive
b'Tweet b RT There xe2 x80 x99s a very real possibility that Trump unethically intervened in a billion dollar government project in order to p xe2 x80 xa6 Score None Sentiment None',0.26,Positive
b'Tweet b Don xe2 x80 x99t Lie To Me Barbra Streisand n nListen to it Very powerful n nThis song and video is about this corrupt and cr xe2 x80 xa6 Score None Sentiment None',-0.05499999999999999,Negative
b'Tweet b RT Trump xe2 x80 x9cIvanka would be dynamite xe2 x80 x9d as UN Amb Score None Sentiment None',0.0,Neutral
b'Tweet b Well Trump did just say a certain amount of allowable radiation is good for you so xf0 x9f xa4 xae Score None Sentiment None',0.45714285714285713,Positive
b'Tweet b I guess it makes sense for Trump who burned thru 400 million of Daddy s cash amp then turned to money la xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Hilarious Tough as Texas ad absolutely destroys wimpy Ted Cruz for kissing Donald Trump s ass Score None Sentiment None',0.1037037037037037,Positive
b'Tweet b RT Supreme Court confirmations n nDonald Trump 2 nHillary Clinton 0 n nU S Courts of Appeals confirmations n nTrump 26 nClinto xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump xe2 x80 x9cIvanka would be dynamite xe2 x80 x9d as UN Amb Score None Sentiment None',0.0,Neutral
b'Tweet b RT US Pres Trump Doesn t Like What The Fed Is Doing n I Think We Don t Have To Go As Fast On Rates n We Don t Have A Problem xe2 x80 xa6 Score None Sentiment None',0.2,Positive
b'Tweet b RT Democratic platform n xe2 x80 x94No kids in cages n xe2 x80 x94Trump accountable n xe2 x80 x94Fix DACA n xe2 x80 x94Curb mass shootings n xe2 x80 x94Tackle Climate Change n xe2 x80 x94Medicar xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump says it s a scary time in America for young men and he calls for due process but the Republican party has no clue wha xe2 x80 xa6 Score None Sentiment None',-0.17500000000000002,Negative
b'Tweet b RT This Is Why Trump Won n Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cI think I can do more good for the country and help President Trump more effectively by being in the Senat xe2 x80 xa6 Score None Sentiment None',0.575,Positive
b'Tweet b RT James Baker testifies corroborating the stories of both Lisa Page and Andrew McCabe that Rod Rosenstein did indeed off xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Enigma Machines Score None Sentiment None',0.0,Neutral
b'Tweet b RT i don xe2 x80 x99t think kaitlin bennett has ever looked up what feminism is but cell service probably sucks when you xe2 x80 x99re all the w xe2 x80 xa6 Score None Sentiment None',-0.3,Negative
b'Tweet b RT 120 MISSING CHILDREN FOUND MSM CRICKETS nThe real story of what Trump and QAnon are really doing n n xf0 x9f x91 x89 Score None Sentiment None',0.06666666666666667,Positive
b'Tweet b RT President Trump announces the departure of Nikki Haley We will miss you and you have done a fantastic job and I want to tha xe2 x80 xa6 Score None Sentiment None',0.4,Positive
b'Tweet b RT Your periodic reminder that Trump while praising the National Enquirer claimed that Ted Cruz helped kill JFK nhttps xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT The world spends a total of 1 7 trillion a year on the military n nThe cost to end poverty is 175 billion per year for 20 xe2 x80 xa6 Score None Sentiment None',-0.05,Negative
b'Tweet b RT FL Democrats plan if they win in 2018 n xf0 x9f x94 xb9Repeal Tax Cuts n xf0 x9f x94 xb9Abolish ICE n xf0 x9f x94 xb9Amnesty and no wall n xf0 x9f x94 xb9Impeach Trump n xf0 x9f x94 xb9Impeach Kavanaugh n xf0 x9f x94 xb9o xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT Nikki Haley is now unemployed tainted by a new ethics scandal and she xe2 x80 x99ll be tied to Trump xe2 x80 x99s unpopularity for the rest o xe2 x80 xa6 Score None Sentiment None',0.13636363636363635,Positive
b'Tweet b RT Nikki Haley pulled the United States out of the U N Human Rights Council to protect Trump s ass for what he s doing to xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Anyone willing to stand next to Donald Trump and praise him is AT BEST a willing supporter of misogyny xe2 x80 xa6 Score None Sentiment None',0.375,Positive
b'Tweet b RT Kind of weird that Al Gore has a much stronger claim to be a self made billionaire businessman than President Trump Score None Sentiment None',0.09999999999999999,Positive
b'Tweet b US Pres Trump Doesn t Like What The Fed Is Doing n I Think We Don t Have To Go As Fast On Rates n We Don t Have A Problem Of Inflation Score None Sentiment None',0.2,Positive
b'Tweet b let tRump humiliate his wife nWould expect nothing less from that chicken shit Score None Sentiment None',-0.3222222222222222,Negative
b'Tweet b RT The great thing here is Trump supporters are wearing this cap without a clue it xe2 x80 x99s anti Trump Score None Sentiment None',0.8,Positive
b'Tweet b RT Siskind Nope I will not calm down in any way I plan to remain fully enraged for the next 28 days and donate and volunteer and xe2 x80 xa6 Score None Sentiment None',-0.10185185185185186,Negative
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b sara xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT on s new book The Corrosion of Conservatism Score None Sentiment None',0.13636363636363635,Positive
b'Tweet b RT Nikki Haley was an enemy of Trump xe2 x80 x99s during his campaign and crossed swords with him multiple times while working as US xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cI think I can do more good for the country and help President Trump more effectively by being in the Senat xe2 x80 xa6 Score None Sentiment None',0.575,Positive
b'Tweet b RT History books will remember Nikki Haley as a key player in the Trump administration xe2 x80 x99s campaign to undermine universal human right xe2 x80 xa6 Score None Sentiment None',0.07142857142857142,Positive
b'Tweet b Trump officials have talked to Goldman Sachs Dina Powell about possibly replacing Haley in UN role Score None Sentiment None',0.0,Neutral
b'Tweet b RT These 5 were involved in the coup to take down the Trump presidency nThey all signed FISA warrants to wiretap his campai xe2 x80 xa6 Score None Sentiment None',-0.15555555555555559,Negative
b'Tweet b RT xe2 x80 x9cThe wheels of justice are already in motion xe2 x80 x9d says xe2 x80 x9cand it would take someone willing to take a fall for xe2 x80 xa6 Score None Sentiment None',0.25,Positive
b'Tweet b Actually he s a fucking moron like everyone else in the Trump inner circle It is the band of dumbass bandits po xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b RT She also said the UN wasn t laughing at Trump so her place in the human centipede is intact Score None Sentiment None',0.0,Neutral
b'Tweet b RT NOTE PROOF OF COLLUSION hardcover preorder is now only 19 89 Price drop just came through Book release is in about 3 xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Donald Trump apologizes to Kavanaugh for the xe2 x80 x9cpain and suffering xe2 x80 x9d he endured during his confirmation process n nHe doesn xe2 x80 x99t xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Siskind Nope I will not calm down in any way I plan to remain fully enraged for the next 28 days and donate and volunteer and xe2 x80 xa6 Score None Sentiment None',-0.10185185185185186,Negative
b'Tweet b RT For some reason Johnny come lately Republicans who needed Trump to push them out of the party of stupid are being lioni xe2 x80 xa6 Score None Sentiment None',-0.5499999999999999,Negative
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump to appoint new ambassador to UN in 2 or 3 weeks following Nikki Haley s resignation Score None Sentiment None',0.06818181818181818,Positive
b'Tweet b RT Was there a soft coup effort against President Trump Check out my podcast today for the troubling details DON xe2 x80 x99T MISS THIS S xe2 x80 xa6 Score None Sentiment None',0.1,Positive
b'Tweet b RT had its second busiest day of the year thanks to Taylor Swift Score None Sentiment None',0.1,Positive
b'Tweet b RT Trump in 2006 I like nepotism you know If you can t take care of your kids Score None Sentiment None',0.0,Neutral
b'Tweet b RT The USA is currently experiencing the greatest political con in its history POTUS Donald J Trump The man has lied cheate xe2 x80 xa6 Score None Sentiment None',0.3333333333333333,Positive
b'Tweet b Just say xe2 x80 x9cI love Donald Trump xe2 x80 x9d and no conservative will interrupt you Bye Score None Sentiment None',0.5,Positive
